1614,Crucial Technology CT8G4DFD8213.C16FA11 8GB,14472 MB/s
1615,Crucial Technology BLS8G4S26BFSD.16FBR2 8GB,14472 MB/s
1616,SK Hynix HMA81GS6AFR8N-UH 8GB,14466 MB/s
1617,Mushkin 99[2/7/4]191[F/T] 4GB,14465 MB/s
1618,Crucial Technology CT8G4SFS824A.C8FHD1 8GB,14462 MB/s
1619,Apacer Technology 78.C2GFL.C720B 8GB,14458 MB/s
1620,Corsair CMD64GX4M8B2800C14 8GB,14448 MB/s
1621,Crucial Technology CT8G4SFS8213.C8FAD1 8GB,14448 MB/s
1622,Essencore Limited IM4AGS88N26-GIIHA0 16GB,14446 MB/s
1623,Micron Technology 16ATF2G64AZ-2G3H1 16GB,14438 MB/s
1624,Samsung M471A5143EB0-CPB 4GB,14437 MB/s
1625,Samsung M471A1K43CB1-CRC 8GB,14435 MB/s
1626,Micron Technology 8ATF1G64HZ-2G3B1 8GB,14432 MB/s
1627,A-DATA Technology AD4U240038G17-BHYA 8GB,14429 MB/s
1628,Crucial Technology CT4G4DFS8213.C8FAR11 4GB,14429 MB/s
1629,Kingston 9905678-027.A00G 8GB,14425 MB/s
1630,Kingston KMKYF9-MID 8GB,14416 MB/s
1631,Avant Technology J641GU42J5213N0 8GB,14416 MB/s
1632,Avexir Technologies Corporation DDR4-2400 CL16 16GB 16GB,14414 MB/s
1633,Samsung M471A2K43CB1-CRC 16GB,14410 MB/s
1634,SK Hynix HMA81GS6MFR8N-UH 8GB,14409 MB/s
1635,G Skill Intl F4-2800C16-8GRK 8GB,14409 MB/s
1636,SK Hynix HMA82GS6AFR8N-UH 16GB,14402 MB/s
1637,Corsair CMK32GX4M4A2800C16 8GB,14391 MB/s
1638,Crucial Technology CT16G4DFD8213.C16FAD 16GB,14391 MB/s
1639,Golden Empire CL16-18-18 D4-3400 4GB,14391 MB/s
1640,Patriot Memory (PDP Systems) PSD416G21332 16GB,14389 MB/s
1641,Mushkin MB[A/B]4U240FFFF16G 16GB,14387 MB/s
1642,Corsair CMK64GX4M4B3000C15 16GB,14386 MB/s
1643,Corsair CMK32GX4M4A2666C16 8GB,14374 MB/s
1644,Kingston KHX2400C15S4/8G 8GB,14369 MB/s
1645,Crucial Technology BLS4G4D240FSB.8FADG 4GB,14359 MB/s
1646,Golden Empire CL16-16-16 D4-3000 4GB,14359 MB/s
1647,Kingston 9905678-102.A00G 8GB,14357 MB/s
1648,Corsair CMK16GX4M1E3200C16 16GB,14350 MB/s
1649,Crucial Technology CT8G4SFD8213.C16FBD2 8GB,14337 MB/s
1650,Crucial Technology CT4G4DFS8213.C8FAD11 4GB,14332 MB/s
1651,Corsair CMK128GX4M8B3200C16 16GB,14331 MB/s
1652,Team Group Inc. Team-Elite-2133 4GB,14331 MB/s
1653,Samsung M474A2K43BB1-CPB 16GB,14324 MB/s
1654,Corsair CMD16GX4M4A2800C16 4GB,14318 MB/s
1655,Patriot Memory (PDP Systems) PSD48G213381 8GB,14318 MB/s
1656,Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2133AH 8GB,14318 MB/s
1657,G Skill Intl F4-3300C16-4GRKD 4GB,14318 MB/s
1658,Solarflare Communications CT16G4DFD824A.C16FBR 16GB,14315 MB/s
1659,Crucial Technology CT8G4DFS8213.M8FA 8GB,14308 MB/s
1660,Corsair CM4X8GF2133C15S2 8GB,14296 MB/s
1661,Mushkin 99[2/7/4]189F 4GB,14296 MB/s
1662,G Skill Intl F4-2133C15-16GIS 16GB,14294 MB/s
1663,Crucial Technology CT16G4SFD8266.C16FE 16GB,14292 MB/s
1664,Ramaxel Technology RMUA5090KB78HAF2133 8GB,14286 MB/s
1665,G Skill Intl F4-2133C15-8GNS 8GB,14285 MB/s
1666,Hynix Semiconductor (Hyundai Electronics) HMA82GS6CJR8N-VK 16GB,14281 MB/s
1667,Smart Modular SF464128CKHIWDFSEG 4GB,14280 MB/s
1668,Corsair CMD16GX4M4C3200C15 4GB,14275 MB/s
1669,G Skill Intl F4-2666C15-4GRR 4GB,14265 MB/s
1670,Corsair CMD32GX4M4A2666C16 8GB,14264 MB/s
1671,Crucial Technology BLS16G4S240FSD.16FBR 16GB,14258 MB/s
1672,Corsair CMK32GX4M4A2133C13 8GB,14249 MB/s
1673,Kingston MSI24D4S7D8MH-16 16GB,14248 MB/s
1674,Apacer Technology 76.D305G.D390B 16GB,14245 MB/s
1675,Kingston 99U5663-003.A00G 16GB,14242 MB/s
1676,Kingston 9905665-023.A00G 4GB,14240 MB/s
1677,Kingston HP26D4S9S8MHF-8 8GB,14233 MB/s
1678,Kingston 9905663-007.A00G 16GB,14217 MB/s
1679,Avexir Technologies Corporation DDR4-2133 CL15 4GB 4GB,14216 MB/s
1680,Micron Technology 8ATF1G64HZ-2G1A1 8GB,14216 MB/s
1681,Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2400AH 8GB,14211 MB/s
1682,Transcend Information TS1GSH64V1H 8GB,14208 MB/s
1683,Corsair CMK192GX4M12P3200C16 16GB,14208 MB/s
1684,Kingston 9905630-007.A00G 8GB,14207 MB/s
1685,Kingston 9905624-008.A00G 8GB,14198 MB/s
1686,Kingston 9905598-019.A00G 16GB,14197 MB/s
1687,G Skill Intl F4-2666C15-8GRR 8GB,14191 MB/s
1688,Kingston 9905678-023.A00G 8GB,14190 MB/s
1689,G Skill Intl F4-2800C15-8GRBB 8GB,14185 MB/s
1690,G Skill Intl F4-2133C15-4GRR 4GB,14183 MB/s
1691,Kingston HP24D4U7S8MD-8 8GB,14180 MB/s
1692,Micron Technology 8ATF51264HZ-2G1A2 4GB,14178 MB/s
1693,Crucial Technology BLS8G4D240FSBK.8FD 8GB,14164 MB/s
1694,Kingston 9905663-021.A00G 16GB,14161 MB/s
1695,Kingston ACR24D4S7S8MB-8 8GB,14159 MB/s
1696,Ramaxel Technology RMSA3260MH78HAF-2666 8GB,14152 MB/s
1697,Micron Technology 16ATF2G64AZ-2G1B1 16GB,14152 MB/s
1698,Corsair CMD128GX4M8A2666C15 16GB,14144 MB/s
1699,Crucial Technology BLS8G4D240FSB.M16FAD 8GB,14141 MB/s
1700,SK Hynix HMA81GU7AFR8N-UH 8GB,14135 MB/s
1701,Micron Technology 18ASF2G72AZ-2G3B1 16GB,14135 MB/s
1702,Micron Technology 16ATF2G64HZ-2G1A1 16GB,14130 MB/s
1703,Avexir Technologies Corporation DDR4-2133 CL15 8GB 8GB,14126 MB/s
1704,Kingston CBD24D4S7D8MB-16 16GB,14123 MB/s
1705,Corsair CMD32GX4M4A2400C14 8GB,14121 MB/s
1706,Samsung M471A5143DB0-CPB 4GB,14118 MB/s
1707,Crucial Technology CT16G4SFD824A.C16FHD 16GB,14116 MB/s
1708,G Skill Intl F4-2133C15-16GRS 16GB,14106 MB/s
1709,Micron Technology 16ATF2G64HZ-2G3B1 16GB,14100 MB/s
1710,Wilk Elektronik S.A. GR2133D464L15/8G 8GB,14098 MB/s
1711,Crucial Technology CT8G4DFS824A.C8FBR1 8GB,14096 MB/s
1712,Corsair CMD16GX4M4A2666C16 4GB,14088 MB/s
1713,Micron Technology 16ATF1G64HZ-2G1B1 8GB,14079 MB/s
1714,G Skill Intl F4-2800C16-4GRK 4GB,14077 MB/s
1715,G Skill Intl F4-2800C15-16GRKD 16GB,14063 MB/s
1716,Mushkin 99[2/7/4]190F 4GB,14059 MB/s
1717,SK Hynix HMA41GS6AFR8N-TF 8GB,14058 MB/s
1718,G Skill Intl F4-4133C19-8GTZSWF 8GB,14056 MB/s
1719,G Skill Intl F4-3000C16-16GSXFB 16GB,14040 MB/s
1720,Avant Technology J642GU42J5213N2 16GB,14034 MB/s
1721,Kingston 9905624-023.A00G 8GB,14031 MB/s
1722,Corsair CMR64GX4M4K3600C18 16GB,14028 MB/s
1723,Micron Technology 4ATF51264HZ-2G3B1 4GB,14028 MB/s
1724,Corsair CMV16GX4M1A2133C15 16GB,14018 MB/s
1725,SK Hynix HMA41GU7AFR8N-TF 8GB,14017 MB/s
1726,Corsair CMK64GX4M4A2400C16 16GB,14010 MB/s
1727,Crucial Technology CT16G4SFD8213.C16FH1 16GB,14008 MB/s
1728,Ramaxel Technology RMSA3270MB86H9F2400 4GB,13999 MB/s
1729,Corsair CMD16GX4M4A2666C15 4GB,13996 MB/s
1730,Corsair CM4X16GE2666Z16K4 16GB,13988 MB/s
1731,Micron Technology 16ATF1G64HZ-2G1A2 8GB,13979 MB/s
1732,Super Talent F21UB8GS 8GB,13960 MB/s
1733,G Skill Intl F4-2400C15-4GRR 4GB,13958 MB/s
1734,SK Hynix GKE800SO51208-2133AH 8GB,13958 MB/s
1735,Corsair CMK16GX4M4A2400C14 4GB,13950 MB/s
1736,G Skill Intl F4-2400C15-8GRK 8GB,13945 MB/s
1737,Corsair CMK16GX4M4A2133C13 4GB,13934 MB/s
1738,Corsair CMV8GX4M1A2133C15 8GB,13931 MB/s
1739,SK Hynix HMA451S6AFR8N-TF 4GB,13924 MB/s
1740,Mushkin MES4S213FF16G28 16GB,13923 MB/s
1741,Corsair CMSO8GX4M1A2133C15 8GB,13920 MB/s
1742,Corsair CMK16GX4M4A2800C16 4GB,13915 MB/s
1743,G Skill Intl F4-3200C16-4GRKD 4GB,13912 MB/s
1744,Kingston K821PJ-MIB 16GB,13905 MB/s
1745,G Skill Intl F4-2400C16-8GFXR 8GB,13902 MB/s
1746,Avant Technology J642GU42J7240N2 16GB,13899 MB/s
1747,Mushkin 99[2/7/4]191F 4GB,13888 MB/s
1748,Transcend Information JM2400HSB-8G 8GB,13886 MB/s
1749,Corsair CMK16GX4M4A2666C15 4GB,13882 MB/s
1750,Kingston K821PJ-MIH 16GB,13881 MB/s
1751,Silicon Power Computer & Communications SP008GBLFU213N02 8GB,13875 MB/s
1752,Kingston 9905664-010.A00G 4GB,13860 MB/s
1753,Crucial Technology CT8G4SFS8213.C8FBR1 8GB,13859 MB/s
1754,Kingston HP26D4S9S8MD-8 8GB,13858 MB/s
1755,G Skill Intl F4-3300C16-4GRRD 4GB,13853 MB/s
1756,Kingston 9905625-142.A00G 16GB,13840 MB/s
1757,Team Group Inc. TEAMGROUP-SD4-2133 8GB,13836 MB/s
1758,A-DATA Technology AO1P24HC8T1-BSFS 8GB,13834 MB/s
1759,Crucial Technology CT16G4SFD824A.C16FBD 16GB,13831 MB/s
1760,Hynix Semiconductor (Hyundai Electronics) HMA451S6AFR8N-TF 4GB,13824 MB/s
1761,Kingston 9905624-007.A00G 8GB,13822 MB/s
1762,Samsung M471A1G43EB1-CPB 8GB,13818 MB/s
1763,Samsung M471A1G43DB0-CPB 8GB,13816 MB/s
1764,Kingston 9905624-009.A00G 8GB,13805 MB/s
1765,Hynix Semiconductor (Hyundai Electronics) HMA41GS6AFR8N-TF 8GB,13790 MB/s
1766,Micron Technology 8ATF51264AZ-2G1AY 4GB,13788 MB/s
1767,SK Hynix HMA82GU6MFR8N-TF 16GB,13782 MB/s
1768,Golden Empire CL15-15-15 D4-3000 8GB,13780 MB/s
1769,Avant Technology J642GU42J5213N4 16GB,13774 MB/s
1770,Kingston K821PJ-MID 16GB,13761 MB/s
1771,Hynix Semiconductor (Hyundai Electronics) HMA41GU6MFR8N-TF 8GB,13760 MB/s
1772,Corsair CMT32GX4M2K4000C19 16GB,13758 MB/s
1773,Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-UH 8GB,13758 MB/s
1774,Corsair CMK16GX4M4A2666C16 4GB,13753 MB/s
1775,Crucial Technology CT16G4SFD8213.C16FBR 16GB,13745 MB/s
1776,G Skill Intl F4-3300C16-16GTZSW 16GB,13741 MB/s
1777,Mushkin 99[2/7/4]200F 8GB,13739 MB/s
1778,Crucial Technology CT16G4SFD8213.C16FBD 16GB,13736 MB/s
1779,Corsair CMD16GX4M4B2400C10 4GB,13727 MB/s
1780,Crucial Technology CT16G4SFD8213.M16FB 16GB,13726 MB/s
1781,Kingston 9905633-017.A00G 8GB,13723 MB/s
1782,A-DATA Technology DDR4 2133 2OZ 8GB,13723 MB/s
1783,Panram International Corporation PUD42400C154GNJW 4GB,13709 MB/s
1784,Crucial Technology CT8G4SFS824A.M8FA 8GB,13704 MB/s
1785,Crucial Technology CT8G4DFS8213.C8FAD1 8GB,13700 MB/s
1786,Corsair CMSO16GX4M1A2133C15 16GB,13691 MB/s
1787,Patriot Memory (PDP Systems) PSD416G24002S 16GB,13690 MB/s
1788,Kingston KMKYF9-MIH 8GB,13690 MB/s
1789,Crucial Technology CT8G4DFD8213.C16FAR1 8GB,13685 MB/s
1790,Hynix Semiconductor (Hyundai Electronics) HMA82GS6MFR8N-TF 16GB,13684 MB/s
1791,Hynix Semiconductor (Hyundai Electronics) HMA82GS6AFR8N-UH 16GB,13683 MB/s
1792,Crucial Technology BLS16G4S240FSD.16FAD 16GB,13681 MB/s
1793,Wilk Elektronik S.A. GR2133S464L15/16G 16GB,13680 MB/s
1794,Ramaxel Technology RMUA5110MB78HAF2400 8GB,13675 MB/s
1795,SK Hynix HMA82GS7AFR8N-UH 16GB,13674 MB/s
1796,V-Color Technology Inc. TN416G24D817-VHA/R 16GB,13663 MB/s
1797,Corsair CMK128GX4M8B3000C16 16GB,13663 MB/s
1798,Kingston 9905663-008.A00G 16GB,13618 MB/s
1799,Crucial Technology CT16G4SFD8213.C16FAD 16GB,13612 MB/s
1800,Teikon TMA81GS6AFR8N-UHSC 8GB,13611 MB/s
1801,Kingston ACR21D4S15HAG/8G 8GB,13602 MB/s
1802,G Skill Intl F4-3000C14-16GVRD 16GB,13600 MB/s
1803,G Skill Intl F4-3200C16-8GVSB 8GB,13598 MB/s
1804,Kingston KHX2133C14S4/16G 16GB,13595 MB/s
1805,G Skill Intl F4-3300C16-8GTZ 8GB,13590 MB/s
1806,Samsung M471A2K43BB1-CPB 16GB,13589 MB/s
1807,Hynix Semiconductor (Hyundai Electronics) HMA851U6AFR6N-UH 4GB,13580 MB/s
1808,G Skill Intl F4-2133C15-8GRS 8GB,13560 MB/s
1809,SK Hynix HMA82GS6MFR8N-TF 16GB,13558 MB/s
1810,Mushkin 99[2/7/4]205F 8GB,13536 MB/s
1811,Hynix Semiconductor (Hyundai Electronics) HMA851S6AFR6N-UH 4GB,13533 MB/s
1812,Micron Technology 8ATF51264HZ-2G1B1 4GB,13519 MB/s
1813,Panram International Corporation PUD42400C154G2NJK 4GB,13493 MB/s
1814,Ramaxel Technology RMUA5120ME86H9F-2666 4GB,13491 MB/s
1815,Kingston 9905598-009.A00G 8GB,13487 MB/s
1816,Hynix Semiconductor (Hyundai Electronics) HMA81GS6MFR8N-UH 8GB,13483 MB/s
1817,Kingston 9905678-065.A00G 8GB,13482 MB/s
1818,G Skill Intl F4-2400C15-8GRB 8GB,13476 MB/s
1819,Crucial Technology BLS8G4D240FSB.16FAR 8GB,13464 MB/s
1820,Kingston 9905668-002.A00G 8GB,13461 MB/s
1821,Corsair CMSO32GX4M2A2133C15 16GB,13460 MB/s
1822,Micron Technology 16ATF2G64AZ-2G3A1 16GB,13458 MB/s
1823,Corsair CMK64GX4M8A2400C14 8GB,13458 MB/s
1824,G Skill Intl F4-3600C18-16GTZN 16GB,13455 MB/s
1825,Kingston MSI21D4S15HAG/8G 8GB,13452 MB/s
1826,Avant Technology W642GU42J5213N8 16GB,13447 MB/s
1827,Mushkin 99[2/7/4]204F 4GB,13432 MB/s
1828,Golden Empire CL15-15-15 D4-2666 4GB,13425 MB/s
1829,G Skill Intl F4-2400C14-4GRK 4GB,13413 MB/s
1830,Micron Technology 8ATF1G64HZ-2G3A1 8GB,13411 MB/s
1831,Silicon Power Computer & Communications SP004GBLFU213N02 4GB,13409 MB/s
1832,Crucial Technology CT4G4DFS8213.C8FAR1 4GB,13408 MB/s
1833,Mushkin 99[2/7/4]209F 8GB,13404 MB/s
1834,A-DATA Technology AO1P21FC8T1-BSKS 8GB,13404 MB/s
1835,Kingston MSI24D4S7S7MH-16 16GB,13396 MB/s
1836,Kingston 9905598-025.A00G 8GB,13395 MB/s
1837,Samsung M471A1K43BB0-CPB 8GB,13389 MB/s
1838,G Skill Intl F4-3000C14-16GVKD 16GB,13373 MB/s
1839,Crucial Technology BLS8G4D240FSA.M16FAD 8GB,13365 MB/s
1840,Corsair CMK16GX4M4A2133C15 4GB,13359 MB/s
1841,Patriot Memory (PDP Systems) PSD48G21332 8GB,13355 MB/s
1842,G Skill Intl F4-2133C15-4GRB 4GB,13351 MB/s
1843,Kingston 9905668-001.A00G 8GB,13348 MB/s
1844,G Skill Intl F4-2133C15-4GRK 4GB,13343 MB/s
1845,Kingston 99U5663-001.A00G 16GB,13320 MB/s
1846,Apacer Technology 78.C1GMM.AUF0B 8GB,13313 MB/s
1847,Crucial Technology CT8G4SFS824A.C8FBR1 8GB,13293 MB/s
1848,Corsair CMD64GX4M8A2666C15 8GB,13264 MB/s
1849,G Skill Intl F4-2800C15-8GRK 8GB,13258 MB/s
1850,G Skill Intl F4-2666C15-8GRKB 8GB,13254 MB/s
1851,SK Hynix HMA451U7AFR8N-TF 4GB,13243 MB/s
1852,Kingston 9905678-139.A00G 8GB,13217 MB/s
1853,Silicon Power Computer & Communications SP008GBLFU213B02 8GB,13181 MB/s
1854,G Skill Intl F4-2400C15-4GRK 4GB,13178 MB/s
1855,Corsair CMK64GX4M8A2666C16 8GB,13175 MB/s
1856,Ramaxel Technology RMSA3260MB78HAF2400 8GB,13170 MB/s
1857,SK Hynix HMA82GU7AFR8N-UH 16GB,13167 MB/s
1858,Kingston 9905598-006.A00G 8GB,13166 MB/s
1859,Crucial Technology CT4G4DFS8213.C8FHP 4GB,13166 MB/s
1860,Samsung M471A5644EB0-CPB 2GB,13162 MB/s
1861,Samsung M378A5143DB0-CPB 4GB,13149 MB/s
1862,G Skill Intl F4-2400C15-4GRB 4GB,13128 MB/s
1863,Crucial Technology CT8G4SFD8213.C16FADP 8GB,13125 MB/s
1864,Crucial Technology CT8G4DFD8213.C16FAD1 8GB,13123 MB/s
1865,G Skill Intl F4-2400C14-16GRK 16GB,13069 MB/s
1866,Micron Technology 16ATF2G64HZ-2G1B1 16GB,13066 MB/s
1867,G Skill Intl F4-3333C16-4GRRD 4GB,13058 MB/s
1868,G Skill Intl F4-2133C15-8GRB 8GB,13056 MB/s
1869,Corsair CMD16GX4M4B3200C14 4GB,13046 MB/s
1870,Corsair CMK64GX4M8A2133C13 8GB,13046 MB/s
1871,Team Group Inc. DDR4 2666 8GB,13004 MB/s
1872,Crucial Technology BLS8G4D240FSE.M16FAD 8GB,13000 MB/s
1873,Kingston 9905700-012.A00G 8GB,12975 MB/s
1874,Corsair CMD64GX4M8A2400C14 8GB,12968 MB/s
1875,Essencore Limited KD4AGU880-32A160T 16GB,12959 MB/s
1876,G Skill Intl F4-2133C15-8GRK 8GB,12940 MB/s
1877,G Skill Intl F4-3333C16-4GRKD 4GB,12936 MB/s
1878,Crucial Technology BLS4G4D240FSA.M8FADM 4GB,12919 MB/s
1879,SK Hynix HMA41GU6MFR8N-TF 8GB,12882 MB/s
1880,G Skill Intl F4-2666C16-4GRB 4GB,12873 MB/s
1881,G Skill Intl F4-2666C16-8GRB 8GB,12833 MB/s
1882,Transcend Information TS1GSH64V4B 8GB,12821 MB/s
1883,Corsair CMD64GX4M8A2800C16 8GB,12806 MB/s
1884,Crucial Technology BLS8G4D240FSA.16FAR 8GB,12797 MB/s
1885,Crucial Technology BLS4G4D240FSA.8FAD 4GB,12776 MB/s
1886,Mushkin 99[2/7/4]197F 8GB,12770 MB/s
1887,Kingston 9905678-005.A00G 8GB,12734 MB/s
1888,Patriot Memory (PDP Systems) PSD48G213381S 8GB,12712 MB/s
1889,Crucial Technology CT8G4SFD8213.C16FHP 8GB,12695 MB/s
1890,Mushkin 99[2/7/4]199F 8GB,12681 MB/s
1891,Crucial Technology BLS8G4D240FSA.16FAD 8GB,12662 MB/s
1892,Mushkin 99[2/7/4]200[F/T] 8GB,12652 MB/s
1893,G Skill Intl F4-3333C16-16GTZSW 16GB,12624 MB/s
1894,Corsair CMK64GX4M8X4000C19 8GB,12614 MB/s
1895,Mushkin 99[2/7/4]198F 8GB,12608 MB/s
1896,Kingston 9905678-029.A00G 8GB,12587 MB/s
1897,Crucial Technology CT4G4DFS8213.C8FAR 4GB,12560 MB/s
1898,Crucial Technology CT8G4SFS8213.M8FB 8GB,12511 MB/s
1899,Kingston 9965589-005.A01G 8GB,12479 MB/s
1900,Kingston 9905622-075.A00G 8GB,12479 MB/s
1901,Micron Technology 16ATF1G64AZ-2G1A1 8GB,12459 MB/s
1902,Micron Technology 8ATF51264AZ-2G1A1 4GB,12452 MB/s
1903,SK Hynix HMA451U6MFR8N-TF 4GB,12411 MB/s
1904,G Skill Intl F4-3466C16-8GTZSW 8GB,12393 MB/s
1905,Kingston 9905625-074.A00G 16GB,12382 MB/s
1906,Kingston 9905663-006.A00G 16GB,12352 MB/s
1907,Corsair CMK128GX4M8A2400C14 16GB,12283 MB/s
1908,Kingston 9965600-011.A01G 16GB,12277 MB/s
1909,Kingston 9905622-025.A00G 4GB,12266 MB/s
1910,Hynix Semiconductor (Hyundai Electronics) HMA451U6MFR8N-TF 4GB,12230 MB/s
1911,Corsair CMSO4GX4M1A2133C15 4GB,12189 MB/s
1912,Corsair CMD128GX4M8B3200C16 16GB,12188 MB/s
1913,Corsair CMD128GX4M8A2400C14 16GB,12149 MB/s
1914,Kingston 9965662-004.A00G 16GB,12121 MB/s
1915,Micron Technology CT8G4DFD8213.16FA11 8GB,12021 MB/s
1916,Transcend Information TS2GSH64V1B 16GB,11974 MB/s
1917,Crucial Technology CT4G4DFS8213.C8FAD1 4GB,11903 MB/s
1918,Transcend Information TS1GLH72V1H 8GB,11827 MB/s
1919,Micron Technology 18ADF2G72PZ-2G3B1 16GB,11810 MB/s
1920,G Skill Intl F4-3200C15-16GTZSW 16GB,11757 MB/s
1921,Samsung M391A1G43DB0-CPB 8GB,11728 MB/s
1922,Apacer Technology 78.B1GS6.AUC0B 4GB,11702 MB/s
1923,Micron Technology 18ASF2G72AZ-2G1A1 16GB,11659 MB/s
1924,Corsair CMR128GX4M8X3800C19 16GB,11644 MB/s
1925,G Skill Intl F4-2133C15-8GVK 8GB,11605 MB/s
1926,Kingston 9965589-033.D00G 8GB,11604 MB/s
1927,Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR8N-UH 8GB,11596 MB/s
1928,Micron Technology 36ASF2G72LZ-2G1A1 16GB,11395 MB/s
1929,Crucial Technology CT4G4SFS8213.C8FBD1 4GB,11334 MB/s
1930,Micron Technology 18ASF1G72PDZ-2G3B1 8GB,11331 MB/s
1931,Corsair CMK128GX4M8A2666C16 16GB,11326 MB/s
1932,Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR4N-UH 8GB,11279 MB/s
1933,Micron Technology 36ASF4G72LZ-2G3A1 32GB,11226 MB/s
1934,Kingston 9905702-002.A00G 8GB,11224 MB/s
1935,Micron Technology 18ASF1G72PZ-2G1B1 8GB,11215 MB/s
1936,Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR8N-TF 8GB,11144 MB/s
1937,Micron Technology 36ASF4G72PZ-2G1B1 32GB,11118 MB/s
1938,SK Hynix HMA451U7MFR8N-TF 4GB,11103 MB/s
1939,Samsung M393A1G43EB1-CRC 8GB,11071 MB/s
1940,Kingston 9905701-006.A00G 16GB,11060 MB/s
1941,G Skill Intl F4-2133C15-16GFT 16GB,11041 MB/s
1942,Kingston 9965640-006.A01G 32GB,11038 MB/s
1943,Samsung M393A1K43BB0-CRC 8GB,11031 MB/s
1944,Samsung M393A2K43CB1-CRC 16GB,11009 MB/s
1945,Kingston 9965662-010.A00G 16GB,11007 MB/s
1946,Kingston 9965600-012.A01G 16GB,11005 MB/s
1947,G Skill Intl F4-2133C15-8GRR2 8GB,11005 MB/s
1948,SK Hynix HMA42GR7AFR4N-UH 16GB,10950 MB/s
1949,Kingston 9965596-031.B00G 8GB,10873 MB/s
1950,Samsung M393A1G43DB1-CRC 8GB,10848 MB/s
1951,G Skill Intl F4-4133C19-8GTZKKF 8GB,10846 MB/s
1952,Micron Technology 18ASF1G72PDZ-2G1B1 8GB,10827 MB/s
1953,Kingston 9965589-006.E00G 8GB,10822 MB/s
1954,Samsung M393A2G40DB1-CRC 16GB,10806 MB/s
1955,Kingston 9965600-027.A01G 16GB,10805 MB/s
1956,Micron Technology 9ASF1G72PZ-2G6D1 8GB,10802 MB/s
1957,SK Hynix HMA84GR7AFR4N-UH 32GB,10761 MB/s
1958,Micron Technology 9ASF1G72PZ-2G3B1 8GB,10756 MB/s
1959,SK Hynix HMA41GR7AFR8N-UH 8GB,10739 MB/s
1960,Samsung M393A1G40DB1-CRC 8GB,10702 MB/s
1961,Kingston 9965604-008.D00G 16GB,10665 MB/s
1962,Micron Technology 36ASF2G72PZ-2G6E1 16GB,10567 MB/s
1963,Kingston 9965604-001.D00G 16GB,10524 MB/s
1964,Kingston 9965589-031.D01G 2GB,10522 MB/s
1965,Hynix Semiconductor (Hyundai Electronics) HMA84GR7MFR4N-TF 32GB,10508 MB/s
1966,Kingston 9965604-027.D00G 8GB,10506 MB/s
1967,Samsung M393A1G40EB1-CRC 8GB,10504 MB/s
1968,Hynix Semiconductor (Hyundai Electronics) HMA81GR7MFR8N-UH 8GB,10392 MB/s
1969,Samsung M393A2G40EB1-CRC 16GB,10377 MB/s
1970,Samsung M386A8K40BM1-CRC 64GB,10372 MB/s
1971,Kingston 9965600-018.A00G 16GB,10357 MB/s
1972,SK Hynix HMA41GR7AFR4N-TF 8GB,10354 MB/s
1973,SK Hynix HMA82GR8AMR4N-TF 16GB,10353 MB/s
1974,Kingston 9965669-009.A00G 8GB,10348 MB/s
1975,Patriot Memory (PDP Systems) PSD416G21332S 16GB,10313 MB/s
1976,Hynix Semiconductor (Hyundai Electronics) HMA82GR7MFR8N-UH 16GB,10291 MB/s
1977,Samsung M386A4G40DM1-CRC 32GB,10288 MB/s
1978,Samsung M393A2K40BB1-CRC 16GB,10275 MB/s
1979,Micron Technology 36ASF4G72PZ-2G6D1 32GB,10266 MB/s
1980,Micron Technology 18ASF1G72PDZ-2G3A2 8GB,10256 MB/s
1981,SK Hynix HMA41GR7AFR4N-UH 8GB,10245 MB/s
1982,SK Hynix HMA42GR7AFR4N-TF 16GB,10244 MB/s
1983,Samsung M393A4K40BB1-CRC 32GB,10234 MB/s
1984,Samsung M393A5143DB0-CPB 4GB,10225 MB/s
1985,Kingston 9965589-024.D01G 16GB,10178 MB/s
1986,Hynix Semiconductor (Hyundai Electronics) HMA42GR7AFR4N-UH 16GB,10164 MB/s
1987,Kingston 9965640-001.C00G 16GB,10149 MB/s
1988,Kingston 9965667-001.A00G 16GB,10143 MB/s
1989,Samsung M393A1G40EB1-CPB 8GB,10117 MB/s
1990,Micron Technology 18ASF1G72PZ-2G3B1 8GB,10110 MB/s
1991,Micron Technology 9ASF1G72PZ-2G3A1 8GB,10093 MB/s
1992,Kingston 9965604-033.D00G 16GB,10079 MB/s
1993,Kingston 9965640-013.A01G 32GB,10059 MB/s
1994,Samsung M393A1G40DB0-CPB 8GB,10051 MB/s
1995,Kingston 9965589-035.D00G 16GB,10043 MB/s
1996,Corsair CMW64GX4M8Z2933C16 8GB,10037 MB/s
1997,Hynix Semiconductor (Hyundai Electronics) HMA82GR7AFR8N-UH 16GB,10024 MB/s
1998,Kingston 9965589-013.A00G 8GB,9999 MB/s
1999,Micron Technology 36ASF2G72PZ-2G3B1 16GB,9996 MB/s
2000,Hynix Semiconductor (Hyundai Electronics) HMA42GR7AFR4N-TF 16GB,9978 MB/s
2001,Micron Technology 36ASF4G72PZ-2G3B1 32GB,9941 MB/s
